"id","name","brand","address.addr1","address.city","address.region","address.country","latitude","longitude","check_in_date","check_in","check_out_date","check_out","event","nights","sale_price","taxes","average_rate","total_price","url"
"d5f518b4-b7b9-4bb2-95da-8224932a5940","The Inn at 97 Winder","Independent","97 Winder St","Detroit","MI","US",42.34162,-83.052061,"2023-07-26","Wed, Jul 26","2023-07-27","Thu, Jul 27","Beyonce Renaissance World Tour Detroit",1,209,14,223,223,"https://www.gohoken.com/hotels/d5f518b4-b7b9-4bb2-95da-8224932a5940/41d4bb36-b19d-43d9-a8a2-444cc3cd57e1"
"d5f518b4-b7b9-4bb2-95da-8224932a5940","The Inn at 97 Winder","Independent","97 Winder St","Detroit","MI","US",42.34162,-83.052061,"2023-08-05","Sat, Aug 5","2023-08-06","Sun, Aug 6","The Celebration Tour Madonna Detroit",1,329,23,352,352,"https://www.gohoken.com/hotels/d5f518b4-b7b9-4bb2-95da-8224932a5940/ea55bc17-846e-4652-a73a-857d54f96801"
"b6a4f233-38f9-4d3c-b83f-7221d5781b6e","B Ocean Resort Fort Lauderdale","InSite Group","1140 Seabreeze Blvd","Fort Lauderdale","FL","US",26.108635,-80.106535,"2023-04-13","Thu, Apr 13","2023-04-16","Sun, Apr 16","Rock The Ocean's 2023 Tortuga Music Festival",3,999,389,1128,3386,"https://www.gohoken.com/hotels/b6a4f233-38f9-4d3c-b83f-7221d5781b6e/588a9418-1cee-4f29-97c1-441e3b560833"
"f998bccb-22eb-4ba1-805b-38bc322342e1","Kimpton Rowan Palm Springs","InterContinental Hotels Group PLC","100 W. Tahquitz Canyon Way","Palm Springs","CA","US",33.823183,-116.546983,"2023-04-13","Thu, Apr 13","2023-04-16","Sun, Apr 16","Festival Season in Coachella, CA",3,1287,788,1549,4649,"https://www.gohoken.com/hotels/f998bccb-22eb-4ba1-805b-38bc322342e1/52035d4a-4c3c-4a98-b2b1-aff85df91d2d"
"08cfcecd-3800-4d5c-bb36-4bac3bb2e9b8","Hotel Indigo Athens Downtown","InterContinental Hotels Group PLC","500 College Ave","Athens","GA","US",33.962325,-83.376302,"2023-04-21","Fri, Apr 21","2023-04-23","Sun, Apr 23","Athens Twilight",2,464,149,538,1077,"https://www.gohoken.com/hotels/08cfcecd-3800-4d5c-bb36-4bac3bb2e9b8/4f81cc44-0ccb-427b-8ca8-fad295eefcf6"
"c1dd1e5d-f6b5-4d5e-be89-1b2329ce85e9","Holiday Inn Louisville Airport - Fair/Expo, an IHG Hotel","InterContinental Hotels Group PLC","447 Farmington Ave","Louisville","KY","US",38.20169,-85.75198,"2023-07-17","Mon, Jul 17","2023-07-18","Tue, Jul 18","Beyonce Renaissance World Tour Louisville",1,166,26,192,192,"https://www.gohoken.com/hotels/c1dd1e5d-f6b5-4d5e-be89-1b2329ce85e9/41f19b67-bb93-4292-b746-33a27d234b59"
"1df0de40-ad71-431b-a5be-66b866640484","Holiday Inn St. Paul Downtown","InterContinental Hotels Group PLC","175 7th St W","St Paul","MN","US",44.944415,-93.103432,"2023-07-30","Sun, Jul 30","2023-07-31","Mon, Jul 31","The Celebration Tour Madonna St Paul ",1,243,36,279,279,"https://www.gohoken.com/hotels/1df0de40-ad71-431b-a5be-66b866640484/69d9233a-7638-4f4e-a103-df074a366f31"
"22a8fbbc-eaad-4a52-aa01-7cae9f1ef492","Kimpton Gray Hotel","InterContinental Hotels Group PLC","122 W Monroe St","Chicago","IL","US",41.880875,-87.63175,"2023-08-03","Thu, Aug 3","2023-08-06","Sun, Aug 6","Lollapalooza Chicago",3,509,265,597,1792,"https://www.gohoken.com/hotels/22a8fbbc-eaad-4a52-aa01-7cae9f1ef492/a30b81f1-d65f-402e-bddc-a8a114c0dc8e"
"22a8fbbc-eaad-4a52-aa01-7cae9f1ef492","Kimpton Gray Hotel","InterContinental Hotels Group PLC","122 W Monroe St","Chicago","IL","US",41.880875,-87.63175,"2023-08-03","Thu, Aug 3","2023-08-07","Mon, Aug 7","Lollapalooza Chicago",4,497,345,583,2333,"https://www.gohoken.com/hotels/22a8fbbc-eaad-4a52-aa01-7cae9f1ef492/a30b81f1-d65f-402e-bddc-a8a114c0dc8e"
"0217a807-647c-4ee9-8cca-fad96f7928a5","Loews Minneapolis Hotel","Loews Hotels & Resorts","601 N 1st Ave","Minneapolis","MN","US",44.97916,-93.27533,"2023-08-10","Thu, Aug 10","2023-08-11","Fri, Aug 11","Pink Summer Carnival 2023 Minneapolis",1,429,60,489,489,"https://www.gohoken.com/hotels/0217a807-647c-4ee9-8cca-fad96f7928a5/80a24238-3801-46fd-b7a6-283b5e84fb5c"
"0217a807-647c-4ee9-8cca-fad96f7928a5","Loews Minneapolis Hotel","Loews Hotels & Resorts","601 N 1st Ave","Minneapolis","MN","US",44.97916,-93.27533,"2023-08-10","Thu, Aug 10","2023-08-12","Sat, Aug 12","Pink Summer Carnival 2023 Minneapolis",2,392,109,446,893,"https://www.gohoken.com/hotels/0217a807-647c-4ee9-8cca-fad96f7928a5/80a24238-3801-46fd-b7a6-283b5e84fb5c"
"f876753a-8881-499a-8cb2-bcd7e6f35e54","Live! by Loews","Loews Hotels & Resorts","1600 E Randol Mill Rd","Arlington","TX","US",32.75008,-97.08667,"2023-09-21","Thu, Sep 21","2023-09-22","Fri, Sep 22","Beyonce Renaissance World Tour Dallas",1,649,120,769,769,"https://www.gohoken.com/hotels/f876753a-8881-499a-8cb2-bcd7e6f35e54/ba7c1b85-076c-42e1-b573-e75b13c1bd87"
"2ad867f3-dd00-4fe9-a037-b6eb0ae06926","Aloft Tampa Midtown","Marriott","3650 Midtown Dr","Tampa","FL","US",27.95292,-82.502795,"2023-04-13","Thu, Apr 13","2023-04-14","Fri, Apr 14","The Eras Tour Taylor Swift Tampa",1,539,78,617,617,"https://www.gohoken.com/hotels/2ad867f3-dd00-4fe9-a037-b6eb0ae06926/d50f78f2-b57c-4b7f-9ead-ae1395c28708"
"5db60e34-d3a7-4ef8-8a8a-e25dd0ef9b14","Fairfield Inn & Suites Milwaukee West","Marriott","4229 W National Ave","West Milwaukee","WI","US",43.019985,-87.967345,"2023-04-14","Fri, Apr 14","2023-04-15","Sat, Apr 15","Morgan Wallen One Night At A Time World Tour Milwaukee",1,724,116,840,840,"https://www.gohoken.com/hotels/5db60e34-d3a7-4ef8-8a8a-e25dd0ef9b14/2e3e03fe-2e52-4f59-9f8e-3ff427cd7258"
"803d5f6e-f19a-4811-ad3e-65b2c2221e83","The Westshore Grand, A Tribute Portfolio Hotel","Marriott","4860 W Kennedy Blvd","Tampa","FL","US",27.943905,-82.525228,"2023-04-14","Fri, Apr 14","2023-04-15","Sat, Apr 15","The Eras Tour Taylor Swift Tampa",1,399,57,456,456,"https://www.gohoken.com/hotels/803d5f6e-f19a-4811-ad3e-65b2c2221e83/d50f78f2-b57c-4b7f-9ead-ae1395c28708"
"90486b74-43bc-492a-84bf-e9256de42db6","The CURRENT Hotel, Autograph Collection","Marriott","2545 N Rocky Point Dr","Tampa","FL","US",27.962695,-82.569573,"2023-04-14","Fri, Apr 14","2023-04-15","Sat, Apr 15","The Eras Tour Taylor Swift Tampa",1,534,72,606,606,"https://www.gohoken.com/hotels/90486b74-43bc-492a-84bf-e9256de42db6/d50f78f2-b57c-4b7f-9ead-ae1395c28708"
"d3fee028-9c01-4ffa-95d0-83697fd40ec2","Le Meridien Tampa, The Courthouse","Marriott","601 N Florida Ave","Tampa","FL","US",27.94998,-82.45749,"2023-04-14","Fri, Apr 14","2023-04-15","Sat, Apr 15","The Eras Tour Taylor Swift Tampa",1,299,42,341,341,"https://www.gohoken.com/hotels/d3fee028-9c01-4ffa-95d0-83697fd40ec2/d50f78f2-b57c-4b7f-9ead-ae1395c28708"
"90486b74-43bc-492a-84bf-e9256de42db6","The CURRENT Hotel, Autograph Collection","Marriott","2545 N Rocky Point Dr","Tampa","FL","US",27.962695,-82.569573,"2023-04-15","Sat, Apr 15","2023-04-16","Sun, Apr 16","The Eras Tour Taylor Swift Tampa",1,389,52,441,441,"https://www.gohoken.com/hotels/90486b74-43bc-492a-84bf-e9256de42db6/d50f78f2-b57c-4b7f-9ead-ae1395c28708"
"c60f8a31-d9d4-4eaf-8f89-95f6a4341426","Aloft Louisville Downtown","Marriott","102 W Main St","Louisville","KY","US",38.25586,-85.75185,"2023-04-20","Thu, Apr 20","2023-04-21","Fri, Apr 21","Morgan Wallen One Night At A Time World Tour Louisville",1,289,46,335,335,"https://www.gohoken.com/hotels/c60f8a31-d9d4-4eaf-8f89-95f6a4341426/1a67b294-f78e-41fa-9c79-87aabaed8e70"
"c457594b-e189-4769-b8b6-98b9621307bc","Courtyard by Marriott Grand Rapids Downtown","Marriott","11 Monroe Ave NW","Grand Rapids","MI","US",42.96391,-85.674135,"2023-04-27","Thu, Apr 27","2023-04-28","Fri, Apr 28","Morgan Wallen One Night At A Time World Tour Grand Rapids",1,309,46,355,355,"https://www.gohoken.com/hotels/c457594b-e189-4769-b8b6-98b9621307bc/17c3bb69-b9eb-4b86-9bae-78510d62158d"
"ed34a300-5ddb-465a-8eed-ab2b46e7e06b","Atlanta Marriott Marquis","Marriott","265 Peachtree Center Ave NE","Atlanta","GA","US",33.76157,-84.384998,"2023-04-28","Fri, Apr 28","2023-04-29","Sat, Apr 29","The Eras Tour Taylor Swift Atlanta",1,329,60,389,389,"https://www.gohoken.com/hotels/ed34a300-5ddb-465a-8eed-ab2b46e7e06b/84b0649b-4bfc-4653-a3e5-609c4dd0a4df"
"7ce18f23-7cd8-424f-a459-7b7b770ecfad","W Miami","Marriott","485 Brickell Ave","Miami","FL","US",25.76868,-80.189296,"2023-05-04","Thu, May 4","2023-05-08","Mon, May 8","Formula 1 Miami",4,897,556,1036,4144,"https://www.gohoken.com/hotels/7ce18f23-7cd8-424f-a459-7b7b770ecfad/1d7f29a8-f214-469f-9651-24d76486d48c"
"a2badd3a-2004-43ef-b0bb-4be774cd428a","Moxy Nashville Downtown","Marriott","110 3rd Ave S","Nashville","TN","US",36.16113,-86.775429,"2023-05-05","Fri, May 5","2023-05-06","Sat, May 6","The Eras Tour Taylor Swift Nashville",1,539,84,623,623,"https://www.gohoken.com/hotels/a2badd3a-2004-43ef-b0bb-4be774cd428a/284ae8bb-2cf0-43d4-8fc6-8c8b7009e832"
"7ce18f23-7cd8-424f-a459-7b7b770ecfad","W Miami","Marriott","485 Brickell Ave","Miami","FL","US",25.76868,-80.189296,"2023-05-05","Fri, May 5","2023-05-08","Mon, May 8","Formula 1 Miami",3,936,432,1080,3240,"https://www.gohoken.com/hotels/7ce18f23-7cd8-424f-a459-7b7b770ecfad/1d7f29a8-f214-469f-9651-24d76486d48c"
"a2badd3a-2004-43ef-b0bb-4be774cd428a","Moxy Nashville Downtown","Marriott","110 3rd Ave S","Nashville","TN","US",36.16113,-86.775429,"2023-05-07","Sun, May 7","2023-05-08","Mon, May 8","The Eras Tour Taylor Swift Nashville",1,479,75,554,554,"https://www.gohoken.com/hotels/a2badd3a-2004-43ef-b0bb-4be774cd428a/284ae8bb-2cf0-43d4-8fc6-8c8b7009e832"
"6f0754a8-0fc7-42de-8b02-158c663b422c","The Westin Philadelphia","Marriott","99 S 17th St","Philadelphia","PA","US",39.95158,-75.16862,"2023-05-12","Fri, May 12","2023-05-14","Sun, May 14","Wharton Reunion Weekend",2,564,184,656,1312,"https://www.gohoken.com/hotels/6f0754a8-0fc7-42de-8b02-158c663b422c/21e20ecc-3b4c-4ba3-92d0-f36b6bd1a2e2"
"a1b2967e-53c3-42ab-8731-e0074da712a3","W Philadelphia","Marriott","1439 Chestnut St","Philadelphia","PA","US",39.951073,-75.165519,"2023-05-12","Fri, May 12","2023-05-14","Sun, May 14","Wharton Reunion Weekend",2,625,204,727,1454,"https://www.gohoken.com/hotels/a1b2967e-53c3-42ab-8731-e0074da712a3/21e20ecc-3b4c-4ba3-92d0-f36b6bd1a2e2"
"233f3ffd-f75d-4f42-ad30-09bcd15a5f43","Marriott Marquis Chicago","Marriott","2121 S Prairie Ave","Chicago","IL","US",41.85408,-87.62057,"2023-05-20","Sat, May 20","2023-05-23","Tue, May 23","National Restaurant Association Show 2023",3,546,284,640,1922,"https://www.gohoken.com/hotels/233f3ffd-f75d-4f42-ad30-09bcd15a5f43/abe25f4d-01d0-4f66-a565-0ad0cb17f39b"
"8f9bd7c0-cb30-431f-9ea8-001c5f0bd0d8","Courtyard by Marriott Phoenix West/Avondale","Marriott","1650 N 95th Ln","Phoenix","AZ","US",33.465975,-112.267095,"2023-05-23","Tue, May 23","2023-05-24","Wed, May 24","Dead And Co Summer 2023 Phoenix",1,199,25,224,224,"https://www.gohoken.com/hotels/8f9bd7c0-cb30-431f-9ea8-001c5f0bd0d8/d9dc976c-6387-4cbc-af83-9d6ebe2867e8"
"c16da4c8-948c-4431-8904-23f218fd38ef","Courtyard By Marriott North Charleston Airport/Coliseum","Marriott","2415 Mall Dr","North Charleston","SC","US",32.8754,-80.011,"2023-06-03","Sat, Jun 3","2023-06-05","Mon, Jun 5","High Tide Music and Arts Festival",2,187,50,212,424,"https://www.gohoken.com/hotels/c16da4c8-948c-4431-8904-23f218fd38ef/04ce0674-6a3f-4386-b13a-fdb1f772d917"
"2890d812-4767-49d9-b34e-d691ce8d35b0","Sheraton Grand Nashville Downtown","Marriott","623 Union St","Nashville","TN","US",36.163366,-86.783091,"2023-06-08","Thu, Jun 8","2023-06-11","Sun, Jun 11","CMA Fest",3,516,302,616,1850,"https://www.gohoken.com/hotels/2890d812-4767-49d9-b34e-d691ce8d35b0/f4cfe934-5a6a-4016-8f33-fd4100518159"
"2890d812-4767-49d9-b34e-d691ce8d35b0","Sheraton Grand Nashville Downtown","Marriott","623 Union St","Nashville","TN","US",36.163366,-86.783091,"2023-06-09","Fri, Jun 9","2023-06-11","Sun, Jun 11","CMA Fest",2,559,214,666,1332,"https://www.gohoken.com/hotels/2890d812-4767-49d9-b34e-d691ce8d35b0/f4cfe934-5a6a-4016-8f33-fd4100518159"
"854d25cc-9400-45ec-bb57-d9cf9d70e927","Courtyard Philadelphia South at The Navy Yard","Marriott","1001 Intrepid Ave","Philadelphia","PA","US",39.895705,-75.172055,"2023-07-12","Wed, Jul 12","2023-07-13","Thu, Jul 13","Beyonce Renaissance World Tour Philadelphia",1,299,48,347,347,"https://www.gohoken.com/hotels/854d25cc-9400-45ec-bb57-d9cf9d70e927/cea72247-209b-409c-b420-3c82f6f39cd9"
"8b4e200a-8a5d-4318-ad99-0a489340cdd9","SpringHill Suites Denver","Marriott","1190 Auraria Pkwy","Denver","CO","US",39.746635,-105.005465,"2023-07-14","Fri, Jul 14","2023-07-15","Sat, Jul 15","The Eras Tour Taylor Swift Denver",1,529,95,624,624,"https://www.gohoken.com/hotels/8b4e200a-8a5d-4318-ad99-0a489340cdd9/0c1dcfea-3fd8-41ae-9ce0-61bd51eefd91"
"a2badd3a-2004-43ef-b0bb-4be774cd428a","Moxy Nashville Downtown","Marriott","110 3rd Ave S","Nashville","TN","US",36.16113,-86.775429,"2023-07-15","Sat, Jul 15","2023-07-16","Sun, Jul 16","Beyonce Renaissance World Tour Nashville",1,469,74,543,543,"https://www.gohoken.com/hotels/a2badd3a-2004-43ef-b0bb-4be774cd428a/eac437bd-b18c-4ca1-b9d1-c08db2470dd8"
"8b4e200a-8a5d-4318-ad99-0a489340cdd9","SpringHill Suites Denver","Marriott","1190 Auraria Pkwy","Denver","CO","US",39.746635,-105.005465,"2023-07-15","Sat, Jul 15","2023-07-16","Sun, Jul 16","The Eras Tour Taylor Swift Denver",1,529,95,624,624,"https://www.gohoken.com/hotels/8b4e200a-8a5d-4318-ad99-0a489340cdd9/0c1dcfea-3fd8-41ae-9ce0-61bd51eefd91"
"3f85c9b0-b3e5-4b66-97d5-24b69da504e8","Courtyard by Marriott Phoenix Downtown","Marriott","132 S Central Ave","Phoenix","AZ","US",33.44659,-112.0739,"2023-07-22","Sat, Jul 22","2023-07-23","Sun, Jul 23","The Celebration Tour Madonna Phoenix ",1,169,21,190,190,"https://www.gohoken.com/hotels/3f85c9b0-b3e5-4b66-97d5-24b69da504e8/1c94e051-03e3-4da0-9721-f4f507db0ffe"
"cf0d89bc-c0bf-4f1a-8a82-61d7572926ff","Residence Inn by Marriott Phoenix Downtown","Marriott","132 S Central Ave","Phoenix","AZ","US",33.44659,-112.0739,"2023-07-22","Sat, Jul 22","2023-07-23","Sun, Jul 23","The Celebration Tour Madonna Phoenix ",1,209,26,235,235,"https://www.gohoken.com/hotels/cf0d89bc-c0bf-4f1a-8a82-61d7572926ff/1c94e051-03e3-4da0-9721-f4f507db0ffe"
"364e7cfe-bc8c-4bfc-93ff-f1081b3f1e26","Residence Inn Pittsburgh North Shore","Marriott","574 W General Robinson St","Pittsburgh","PA","US",40.44799,-80.007255,"2023-08-03","Thu, Aug 3","2023-08-04","Fri, Aug 4","Beyonce Renaissance World Tour Pittsburgh",1,399,55,454,454,"https://www.gohoken.com/hotels/364e7cfe-bc8c-4bfc-93ff-f1081b3f1e26/88a5da9f-24b1-4e41-a3e3-196b3f7edb85"
"ce731037-508e-450d-ad48-420281d0cb45","Pittsburgh Marriott City Center","Marriott","112 Washington Pl","Pittsburgh","PA","US",40.43921,-79.99166,"2023-08-07","Mon, Aug 7","2023-08-08","Tue, Aug 8","The Celebration Tour Madonna Pittsburgh ",1,229,32,261,261,"https://www.gohoken.com/hotels/ce731037-508e-450d-ad48-420281d0cb45/43abf397-225b-4176-a5aa-d294d94ff2d7"
"59c04beb-88d1-4990-b430-cb83162e7b4f","Residence Inn by Marriott Charlotte Uptown","Marriott","404 S Mint St","Charlotte","NC","US",35.22709,-80.84953,"2023-08-09","Wed, Aug 9","2023-08-10","Thu, Aug 10","Beyonce Renaissance World Tour Charlotte ",1,499,76,575,575,"https://www.gohoken.com/hotels/59c04beb-88d1-4990-b430-cb83162e7b4f/2d0d069f-17df-41d9-bfb0-1feda7003fa7"
"2ad867f3-dd00-4fe9-a037-b6eb0ae06926","Aloft Tampa Midtown","Marriott","3650 Midtown Dr","Tampa","FL","US",27.95292,-82.502795,"2023-08-16","Wed, Aug 16","2023-08-17","Thu, Aug 17","Beyonce Renaissance World Tour Tampa",1,309,44,353,353,"https://www.gohoken.com/hotels/2ad867f3-dd00-4fe9-a037-b6eb0ae06926/dc4313b0-150f-46c1-a9fd-d4582ed70202"
"d3fee028-9c01-4ffa-95d0-83697fd40ec2","Le Meridien Tampa, The Courthouse","Marriott","601 N Florida Ave","Tampa","FL","US",27.94998,-82.45749,"2023-08-16","Wed, Aug 16","2023-08-17","Thu, Aug 17","Beyonce Renaissance World Tour Tampa",1,599,82,681,681,"https://www.gohoken.com/hotels/d3fee028-9c01-4ffa-95d0-83697fd40ec2/dc4313b0-150f-46c1-a9fd-d4582ed70202"
"b4735903-9003-4d31-a658-7d3132190128","Marriott St. Louis Grand","Marriott","800 Washington Ave","St Louis","MO","US",38.63053,-90.19152,"2023-08-21","Mon, Aug 21","2023-08-22","Tue, Aug 22","Beyonce Renaissance World Tour St Louis",1,309,58,367,367,"https://www.gohoken.com/hotels/b4735903-9003-4d31-a658-7d3132190128/02292635-2ecc-4ca8-bc23-66cd4dff09fb"
"cb77eed6-05c8-4019-8db7-960bb7ba55bb","Aloft Glendale at Westgate","Marriott","6920 N 93rd Ave","Glendale","AR","US",33.53629,-112.26044,"2023-08-24","Thu, Aug 24","2023-08-25","Fri, Aug 25","Beyonce Renaissance World Tour Phoenix",1,349,52,401,401,"https://www.gohoken.com/hotels/cb77eed6-05c8-4019-8db7-960bb7ba55bb/4369279f-2cde-4de0-addd-3a80363ef249"
"6074443c-ce98-4c73-b5f6-6d0c652af63f","Tampa Marriott Water Street","Marriott","505 Water St","Tampla","FL","US",27.940885,-82.45387,"2023-09-07","Thu, Sep 7","2023-09-08","Fri, Sep 8","The Celebration Tour Madonna Tampa ",1,559,77,636,636,"https://www.gohoken.com/hotels/6074443c-ce98-4c73-b5f6-6d0c652af63f/3648bc9d-b552-43fc-8c25-3507f5c783c4"
"90486b74-43bc-492a-84bf-e9256de42db6","The CURRENT Hotel, Autograph Collection","Marriott","2545 N Rocky Point Dr","Tampa","FL","US",27.962695,-82.569573,"2023-09-07","Thu, Sep 7","2023-09-08","Fri, Sep 8","The Celebration Tour Madonna Tampa ",1,359,48,407,407,"https://www.gohoken.com/hotels/90486b74-43bc-492a-84bf-e9256de42db6/3648bc9d-b552-43fc-8c25-3507f5c783c4"
"d3fee028-9c01-4ffa-95d0-83697fd40ec2","Le Meridien Tampa, The Courthouse","Marriott","601 N Florida Ave","Tampa","FL","US",27.94998,-82.45749,"2023-09-07","Thu, Sep 7","2023-09-08","Fri, Sep 8","The Celebration Tour Madonna Tampa ",1,349,49,398,398,"https://www.gohoken.com/hotels/d3fee028-9c01-4ffa-95d0-83697fd40ec2/3648bc9d-b552-43fc-8c25-3507f5c783c4"
"66ca8f25-3311-4176-a71e-0def02281f3d","San Diego Marriott Mission Valley","Marriott","8757 Rio San Diego Dr","San Diego","CA","US",32.77481,-117.139895,"2023-09-27","Wed, Sep 27","2023-09-28","Thu, Sep 28","Coldplay Music of the Spheres World Tour San Diego",1,249,31,280,280,"https://www.gohoken.com/hotels/66ca8f25-3311-4176-a71e-0def02281f3d/c110ffb4-77c2-48bf-bc88-737b6aac6c43"
"e0cdf2ae-0859-4cb6-9955-425d0cf3540b","Residence Inn Los Angeles Pasadena/Old Town","Marriott","21 W Walnut St","Pasadena","CA","US",34.14973,-118.15172,"2023-09-30","Sat, Sep 30","2023-10-01","Sun, Oct 1","Coldplay Music of the Spheres World Tour Los Angeles",1,449,67,516,516,"https://www.gohoken.com/hotels/e0cdf2ae-0859-4cb6-9955-425d0cf3540b/2062fd22-5394-49b5-969a-706eae3684b5"
"e430b4f4-0b47-4101-985e-5278c3f5a91d","Courtyard Los Angeles Pasadena/Old Town","Marriott","180 N Fair Oaks Ave","Pasadena","CA","US",34.14875,-118.14986,"2023-09-30","Sat, Sep 30","2023-10-01","Sun, Oct 1","Coldplay Music of the Spheres World Tour Los Angeles",1,349,53,402,402,"https://www.gohoken.com/hotels/e430b4f4-0b47-4101-985e-5278c3f5a91d/2062fd22-5394-49b5-969a-706eae3684b5"
"4d099ead-9ea1-4a50-937e-9c4878f9c460","Four Points by Sheraton Downtown Seattle Center","Sheraton","601 Roy St","Seattle","WA","US",47.62499,-122.344585,"2023-07-18","Tue, Jul 18","2023-07-19","Wed, Jul 19","The Celebration Tour Madonna Seattle ",1,339,59,398,398,"https://www.gohoken.com/hotels/4d099ead-9ea1-4a50-937e-9c4878f9c460/9e25b2bd-333a-4b89-91b9-bf302e59e120"
"4d099ead-9ea1-4a50-937e-9c4878f9c460","Four Points by Sheraton Downtown Seattle Center","Sheraton","601 Roy St","Seattle","WA","US",47.62499,-122.344585,"2023-09-13","Wed, Sep 13","2023-09-14","Thu, Sep 14","Beyonce Renaissance World Tour Seattle",1,409,70,479,479,"https://www.gohoken.com/hotels/4d099ead-9ea1-4a50-937e-9c4878f9c460/b22fb76b-334d-4cf0-bef4-32344570984d"
"af333da4-042e-4c7b-a64e-97c20db3cd0a","Wyndham Garden LaGuardia South","Wyndham Hotels & Resorts","61-18 93rd St","Queens","NY","US",40.73253,-73.86612,"2023-06-09","Fri, Jun 9","2023-06-12","Mon, Jun 12","Governors Ball Music Festival",3,282,135,327,981,"https://www.gohoken.com/hotels/af333da4-042e-4c7b-a64e-97c20db3cd0a/8dd4f218-532b-4a0f-b92b-b733f506c42b"
"f8d69cd2-5583-48f9-a28d-cf2d9c4ac52d","Yotel Boston Seaport","Yotel","65 Seaport Blvd","Boston","MA","US",42.352325,-71.0473,"2023-04-16","Sun, Apr 16","2023-04-18","Tue, Apr 18","The Boston Marathon",2,712,280,852,1704,"https://www.gohoken.com/hotels/f8d69cd2-5583-48f9-a28d-cf2d9c4ac52d/18ba6a50-f0c3-46e7-8110-b8209b767be8"
